question_id,compressed_tags
11849,[ -9.963842  -20.278204  -22.560331    3.1854157]
11850,[ -8.874804  -24.048876  -17.817387   -1.3816589]
11851,[ -6.7277284 -19.715279   -8.674845   -4.0511537]
11852,[ -4.537421  -21.779675   -8.343698   -3.4878225]
11853,[ -5.0476995 -18.537283   -7.401316   -4.586003 ]
11854,[ -6.2020645 -19.827602  -17.403282    2.4906316]
11855,[ -6.7856255 -24.975132  -21.984505    6.528362 ]
11856,[ -9.963842  -20.278204  -22.560331    3.1854157]
11857,[-8.353573  -7.7853956  5.7913456  5.8377867]
11858,[-16.138197   -5.929397   -6.4286766  10.572077 ]
11859,[ -5.9245315 -16.880127   -3.0913408   5.646304 ]
11860,[-0.18863341 -6.4088993  -7.0597725   1.7525    ]
11861,[-15.034983   -4.9928565  -4.875731   14.513045 ]
11862,[-10.924299    -8.518393    -0.44632018   3.6706629 ]
11863,[  4.63614      0.63300514 -10.362964    25.47315   ]
11864,[  4.7669044   0.7540661 -10.416316   25.625923 ]
11865,[  4.7669044   0.7540661 -10.416316   25.625923 ]
11866,[ 3.9798567   0.29429758 -9.571561   23.74745   ]
11867,[ 3.9798567   0.29429758 -9.571561   23.74745   ]
11868,[  1.6009467  -1.0407616 -10.72622    24.449394 ]
11869,[  1.4725192  -1.1703546 -10.749237   24.29312  ]
11870,[  0.8709511  -1.6073973 -10.031163   22.528753 ]
11871,[  0.8709511  -1.6073973 -10.031163   22.528753 ]
11872,[  1.4725192  -1.1703546 -10.749237   24.29312  ]
11873,[-11.171141  -22.542984  -26.543716   -1.1780475]
11874,[-10.228043  -27.303627  -22.578415    2.6849847]
11875,[-10.228043  -27.303627  -22.578415    2.6849847]
11876,[-10.159916  -28.743856  -22.382511    2.3149962]
11877,[-10.228043  -27.303627  -22.578415    2.6849847]
11878,[-10.228043  -27.303627  -22.578415    2.6849847]
11879,[-10.228043  -27.303627  -22.578415    2.6849847]
11880,[-10.228043  -27.303627  -22.578415    2.6849847]
11881,[ -8.05421   -19.342802  -19.943819    3.1513991]
11882,[ -8.05421   -19.342802  -19.943819    3.1513991]
11883,[-16.708874  -39.604336   -3.3687062   2.0241988]
11884,[-11.592791  -22.010569    2.490795    3.1057115]
11885,[-10.272153   -23.293089    -0.12371726   0.8983583 ]
11886,[-11.592791  -22.010569    2.490795    3.1057115]
11887,[-10.272153   -23.293089    -0.12371726   0.8983583 ]
11888,[-11.592791  -22.010569    2.490795    3.1057115]
11889,[-11.592791  -22.010569    2.490795    3.1057115]
11890,[-11.592791  -22.010569    2.490795    3.1057115]
11891,[-11.592791  -22.010569    2.490795    3.1057115]
11892,[-16.708874  -39.604336   -3.3687062   2.0241988]
11893,[-17.565622  -38.71741    -3.881051    2.9169402]
11894,[-16.9895    -39.018562   -3.9803562   2.6276894]
11895,[-16.9895    -39.018562   -3.9803562   2.6276894]
11896,[-17.565622  -38.71741    -3.881051    2.9169402]
11897,[-18.277874  -39.873367   -3.618733    3.8245974]
11898,[-16.9895    -39.018562   -3.9803562   2.6276894]
11899,[-17.565622  -38.71741    -3.881051    2.9169402]
11900,[-16.9895    -39.018562   -3.9803562   2.6276894]
11901,[-16.9895    -39.018562   -3.9803562   2.6276894]
11902,[-17.565622  -38.71741    -3.881051    2.9169402]
11903,[-21.093695 -43.304638  -9.846374   8.166899]
11904,[-14.298957 -26.32593   -8.225646   6.189526]
11905,[-14.974153 -26.862663  -6.569671   8.34186 ]
11906,[-14.298957 -26.32593   -8.225646   6.189526]
11907,[-16.909796  -24.886944   -5.865706    8.0084095]
11908,[-13.129253 -24.615122  -3.711202  10.12321 ]
11909,[-21.114262 -45.20168  -11.068524   7.600458]
11910,[-13.128921  -31.141077   -6.1388707  10.160974 ]
11911,[-17.73133  -32.30499   -6.416826   8.256664]
11912,[-22.134882 -44.378525 -10.755948   8.08034 ]
11913,[-11.80833  -22.113749 -25.708172   1.845642]
11914,[-14.075702  -20.211693  -24.430632    3.6333137]
11915,[-12.505185  -30.152805  -21.248104    2.1208487]
11916,[-11.80833  -22.113749 -25.708172   1.845642]
11917,[-14.075702  -20.211693  -24.430632    3.6333137]
11918,[-14.075702  -20.211693  -24.430632    3.6333137]
11919,[-11.80833  -22.113749 -25.708172   1.845642]
11920,[-11.80833  -22.113749 -25.708172   1.845642]
11921,[-11.80833  -22.113749 -25.708172   1.845642]
11922,[-14.075702  -20.211693  -24.430632    3.6333137]
11923,[-13.129253 -24.615122  -3.711202  10.12321 ]
11924,[-17.73133  -32.30499   -6.416826   8.256664]
11925,[-22.95541  -45.9862   -10.951325   9.066165]
11926,[-16.909796  -24.886944   -5.865706    8.0084095]
11927,[-12.63429  -21.76147   -4.327985  10.857535]
11928,[-21.367004 -42.161964 -10.102844   7.933668]
11929,[-21.380577  -45.434578  -11.092084    7.8161106]
11930,[-22.134882 -44.378525 -10.755948   8.08034 ]
11931,[-21.093695 -43.304638  -9.846374   8.166899]
11932,[-21.498726  -45.564636  -10.858169    7.7449875]
11933,[-16.618061  -36.32543    -2.4376264   2.1479044]
11934,[-16.618061  -36.32543    -2.4376264   2.1479044]
11935,[-16.618061  -36.32543    -2.4376264   2.1479044]
11936,[-16.618061  -36.32543    -2.4376264   2.1479044]
11937,[-16.618061  -36.32543    -2.4376264   2.1479044]
11938,[-16.618061  -36.32543    -2.4376264   2.1479044]
11939,[-16.618061  -36.32543    -2.4376264   2.1479044]
11940,[-16.618061  -36.32543    -2.4376264   2.1479044]
11941,[-16.618061  -36.32543    -2.4376264   2.1479044]
11942,[-16.618061  -36.32543    -2.4376264   2.1479044]
11943,[ -5.9224467 -20.20016    -4.8185782  -4.428482 ]
11944,[ -4.1369977 -27.47074    -7.259771   -6.4827623]
11945,[-11.022756  -27.439936   -6.8904796  -4.6387773]
11946,[ -8.277006 -20.99444   -9.869935  -8.31136 ]
11947,[-13.934513  -37.29977   -15.695795   -7.7613163]
11948,[ -5.869944  -17.39969    -5.1169424  -3.5443087]
11949,[ -8.277006 -20.99444   -9.869935  -8.31136 ]
11950,[ -9.246726 -20.409388  -8.070897  -3.778625]
11951,[-13.772048  -35.385464  -14.266727   -7.4310207]
11952,[-11.022756  -27.439936   -6.8904796  -4.6387773]
11953,[-21.114262 -45.20168  -11.068524   7.600458]
11954,[-14.298957 -26.32593   -8.225646   6.189526]
11955,[-17.73133  -32.30499   -6.416826   8.256664]
11956,[-21.367004 -42.161964 -10.102844   7.933668]
11957,[-13.129253 -24.615122  -3.711202  10.12321 ]
11958,[-21.380577  -45.434578  -11.092084    7.8161106]
11959,[-21.498726  -45.564636  -10.858169    7.7449875]
11960,[-22.134882 -44.378525 -10.755948   8.08034 ]
11961,[-14.974153 -26.862663  -6.569671   8.34186 ]
11962,[-21.093695 -43.304638  -9.846374   8.166899]
11963,[-11.592791  -22.010569    2.490795    3.1057115]
11964,[-10.272153   -23.293089    -0.12371726   0.8983583 ]
11965,[-10.511311  -21.676607    1.2074494   1.9518113]
11966,[-10.511311  -21.676607    1.2074494   1.9518113]
11967,[-10.511311  -21.676607    1.2074494   1.9518113]
11968,[-11.322716  -21.515041    2.331186    3.0983481]
11969,[-16.406256 -27.462318   3.371714   2.662509]
11970,[-16.406256 -27.462318   3.371714   2.662509]
11971,[-10.511311  -21.676607    1.2074494   1.9518113]
11972,[-10.511311  -21.676607    1.2074494   1.9518113]
11973,[-13.947981 -37.767902 -15.160191  -7.69569 ]
11974,[ -9.246726 -20.409388  -8.070897  -3.778625]
11975,[ -4.1369977 -27.47074    -7.259771   -6.4827623]
11976,[-13.55103   -37.41968   -15.389331   -7.2428503]
11977,[-14.494303  -37.104992  -15.448022   -7.2112474]
11978,[ -4.1369977 -27.47074    -7.259771   -6.4827623]
11979,[-13.772048  -35.385464  -14.266727   -7.4310207]
11980,[ -5.869944  -17.39969    -5.1169424  -3.5443087]
11981,[-14.51643  -34.102352 -14.619366  -8.70601 ]
11982,[ -6.180803 -22.258587 -12.770764  -6.892047]
11983,[-14.298957 -26.32593   -8.225646   6.189526]
11984,[-17.73133  -32.30499   -6.416826   8.256664]
11985,[-13.128921  -31.141077   -6.1388707  10.160974 ]
11986,[-13.129253 -24.615122  -3.711202  10.12321 ]
11987,[-14.974153 -26.862663  -6.569671   8.34186 ]
11988,[-21.093695 -43.304638  -9.846374   8.166899]
11989,[-17.73133  -32.30499   -6.416826   8.256664]
11990,[-22.091362 -45.040398 -11.054128   7.861662]
11991,[-21.114262 -45.20168  -11.068524   7.600458]
11992,[-14.974153 -26.862663  -6.569671   8.34186 ]
11993,[-16.9895    -39.018562   -3.9803562   2.6276894]
11994,[-17.565622  -38.71741    -3.881051    2.9169402]
11995,[-17.565622  -38.71741    -3.881051    2.9169402]
11996,[-18.277874  -39.873367   -3.618733    3.8245974]
11997,[-16.462755  -39.177933   -3.6128864   2.6615067]
11998,[-16.708874  -39.604336   -3.3687062   2.0241988]
11999,[-16.708874  -39.604336   -3.3687062   2.0241988]
12000,[-16.708874  -39.604336   -3.3687062   2.0241988]
12001,[-16.708874  -39.604336   -3.3687062   2.0241988]
12002,[-16.708874  -39.604336   -3.3687062   2.0241988]
12003,[-11.171141  -22.542984  -26.543716   -1.1780475]
12004,[-11.171141  -22.542984  -26.543716   -1.1780475]
12005,[-11.171141  -22.542984  -26.543716   -1.1780475]
12006,[-11.171141  -22.542984  -26.543716   -1.1780475]
12007,[ -8.05421   -19.342802  -19.943819    3.1513991]
12008,[-11.171141  -22.542984  -26.543716   -1.1780475]
12009,[-11.171141  -22.542984  -26.543716   -1.1780475]
12010,[-11.171141  -22.542984  -26.543716   -1.1780475]
12011,[-11.171141  -22.542984  -26.543716   -1.1780475]
12012,[-11.171141  -22.542984  -26.543716   -1.1780475]
12013,[-21.367004 -42.161964 -10.102844   7.933668]
12014,[-21.367004 -42.161964 -10.102844   7.933668]
12015,[-21.367004 -42.161964 -10.102844   7.933668]
12016,[-21.367004 -42.161964 -10.102844   7.933668]
12017,[-22.134882 -44.378525 -10.755948   8.08034 ]
12018,[-22.134882 -44.378525 -10.755948   8.08034 ]
12019,[-22.134882 -44.378525 -10.755948   8.08034 ]
12020,[-21.367004 -42.161964 -10.102844   7.933668]
12021,[-16.909796  -24.886944   -5.865706    8.0084095]
12022,[-21.367004 -42.161964 -10.102844   7.933668]
12023,[-11.80833  -22.113749 -25.708172   1.845642]
12024,[-14.075702  -20.211693  -24.430632    3.6333137]
12025,[-14.075702  -20.211693  -24.430632    3.6333137]
12026,[-14.075702  -20.211693  -24.430632    3.6333137]
12027,[-11.981258 -24.702038 -26.724      1.665579]
12028,[-11.171141  -22.542984  -26.543716   -1.1780475]
12029,[-11.171141  -22.542984  -26.543716   -1.1780475]
12030,[-11.171141  -22.542984  -26.543716   -1.1780475]
12031,[-11.171141  -22.542984  -26.543716   -1.1780475]
12032,[-11.981258 -24.702038 -26.724      1.665579]
12033,[ -5.9224467 -20.20016    -4.8185782  -4.428482 ]
12034,[ -4.1369977 -27.47074    -7.259771   -6.4827623]
12035,[ -5.9224467 -20.20016    -4.8185782  -4.428482 ]
12036,[ -9.246726 -20.409388  -8.070897  -3.778625]
12037,[-13.934513  -37.29977   -15.695795   -7.7613163]
12038,[-14.51643  -34.102352 -14.619366  -8.70601 ]
12039,[-14.552838 -36.47463  -15.230998  -7.087118]
12040,[ -4.1369977 -27.47074    -7.259771   -6.4827623]
12041,[ -9.246726 -20.409388  -8.070897  -3.778625]
12042,[-13.947981 -37.767902 -15.160191  -7.69569 ]
12043,[-13.934513  -37.29977   -15.695795   -7.7613163]
12044,[-14.494303  -37.104992  -15.448022   -7.2112474]
12045,[-13.55103   -37.41968   -15.389331   -7.2428503]
12046,[-14.51643  -34.102352 -14.619366  -8.70601 ]
12047,[ -5.869944  -17.39969    -5.1169424  -3.5443087]
12048,[-14.51643  -34.102352 -14.619366  -8.70601 ]
12049,[ -4.1369977 -27.47074    -7.259771   -6.4827623]
12050,[-13.55103   -37.41968   -15.389331   -7.2428503]
12051,[ -8.277006 -20.99444   -9.869935  -8.31136 ]
12052,[ -4.1369977 -27.47074    -7.259771   -6.4827623]
12053,[-10.228043  -27.303627  -22.578415    2.6849847]
12054,[-10.228043  -27.303627  -22.578415    2.6849847]
12055,[-10.271537 -26.335136 -22.346897   2.514638]
12056,[-10.228043  -27.303627  -22.578415    2.6849847]
12057,[-10.228043  -27.303627  -22.578415    2.6849847]
12058,[-10.228043  -27.303627  -22.578415    2.6849847]
12059,[-10.228043  -27.303627  -22.578415    2.6849847]
12060,[-10.228043  -27.303627  -22.578415    2.6849847]
12061,[-12.505185  -30.152805  -21.248104    2.1208487]
12062,[-12.505185  -30.152805  -21.248104    2.1208487]
12063,[-16.9895    -39.018562   -3.9803562   2.6276894]
12064,[-18.277874  -39.873367   -3.618733    3.8245974]
12065,[-16.73266   -38.401443   -3.6890426   2.4390736]
12066,[-17.565622  -38.71741    -3.881051    2.9169402]
12067,[-16.9895    -39.018562   -3.9803562   2.6276894]
12068,[-18.277874  -39.873367   -3.618733    3.8245974]
12069,[-16.9895    -39.018562   -3.9803562   2.6276894]
12070,[-16.9895    -39.018562   -3.9803562   2.6276894]
12071,[-18.277874  -39.873367   -3.618733    3.8245974]
12072,[-17.565622  -38.71741    -3.881051    2.9169402]
12073,[-20.047567  -39.969772  -30.20732     0.1504966]
12074,[-21.080837  -41.055317  -29.927118    1.6947298]
12075,[-19.798967  -40.174076  -30.583656    0.6630789]
12076,[-19.798967  -40.174076  -30.583656    0.6630789]
12077,[-19.798967  -40.174076  -30.583656    0.6630789]
12078,[-10.228043  -27.303627  -22.578415    2.6849847]
12079,[-10.228043  -27.303627  -22.578415    2.6849847]
12080,[-10.228043  -27.303627  -22.578415    2.6849847]
12081,[-10.228043  -27.303627  -22.578415    2.6849847]
12082,[-10.228043  -27.303627  -22.578415    2.6849847]
12083,[-21.114262 -45.20168  -11.068524   7.600458]
12084,[-14.298957 -26.32593   -8.225646   6.189526]
12085,[-17.73133  -32.30499   -6.416826   8.256664]
12086,[-21.093695 -43.304638  -9.846374   8.166899]
12087,[-22.95541  -45.9862   -10.951325   9.066165]
12088,[-14.298957 -26.32593   -8.225646   6.189526]
12089,[-21.367004 -42.161964 -10.102844   7.933668]
12090,[-16.909796  -24.886944   -5.865706    8.0084095]
12091,[-13.128921  -31.141077   -6.1388707  10.160974 ]
12092,[-14.298957 -26.32593   -8.225646   6.189526]
12093,[-11.022756  -27.439936   -6.8904796  -4.6387773]
12094,[-19.075743  -40.28192   -29.90294    -0.3041688]
12095,[ -6.180803 -22.258587 -12.770764  -6.892047]
12096,[-13.55103   -37.41968   -15.389331   -7.2428503]
12097,[ -7.825623 -20.874683  -9.604027  -8.822082]
12098,[-14.943316 -38.64066  -14.689529  -6.565816]
12099,[ -5.9224467 -20.20016    -4.8185782  -4.428482 ]
12100,[-14.51643  -34.102352 -14.619366  -8.70601 ]
12101,[ -8.277006 -20.99444   -9.869935  -8.31136 ]
12102,[ -8.277006 -20.99444   -9.869935  -8.31136 ]
12103,[ -8.277006 -20.99444   -9.869935  -8.31136 ]
12104,[-14.552838 -36.47463  -15.230998  -7.087118]
12105,[-13.772048  -35.385464  -14.266727   -7.4310207]
12106,[-13.55103   -37.41968   -15.389331   -7.2428503]
12107,[-14.51643  -34.102352 -14.619366  -8.70601 ]
12108,[-14.552838 -36.47463  -15.230998  -7.087118]
12109,[ -9.246726 -20.409388  -8.070897  -3.778625]
12110,[ -5.9224467 -20.20016    -4.8185782  -4.428482 ]
12111,[-13.947981 -37.767902 -15.160191  -7.69569 ]
12112,[-14.943316 -38.64066  -14.689529  -6.565816]
12113,[-17.446526  -38.247738   -3.417957    2.9854078]
12114,[-17.446526  -38.247738   -3.417957    2.9854078]
12115,[-17.446526  -38.247738   -3.417957    2.9854078]
12116,[-17.446526  -38.247738   -3.417957    2.9854078]
12117,[-17.446526  -38.247738   -3.417957    2.9854078]
12118,[-17.446526  -38.247738   -3.417957    2.9854078]
12119,[-17.446526  -38.247738   -3.417957    2.9854078]
12120,[-17.446526  -38.247738   -3.417957    2.9854078]
12121,[-17.446526  -38.247738   -3.417957    2.9854078]
12122,[-17.446526  -38.247738   -3.417957    2.9854078]
12123,[-16.462755  -39.177933   -3.6128864   2.6615067]
12124,[-16.462755  -39.177933   -3.6128864   2.6615067]
12125,[-16.9895    -39.018562   -3.9803562   2.6276894]
12126,[-16.9895    -39.018562   -3.9803562   2.6276894]
12127,[-16.9895    -39.018562   -3.9803562   2.6276894]
12128,[-16.9895    -39.018562   -3.9803562   2.6276894]
12129,[-16.9895    -39.018562   -3.9803562   2.6276894]
12130,[-18.277874  -39.873367   -3.618733    3.8245974]
12131,[-17.565622  -38.71741    -3.881051    2.9169402]
12132,[-17.565622  -38.71741    -3.881051    2.9169402]
12133,[-17.446526  -38.247738   -3.417957    2.9854078]
12134,[-16.2887    -37.51339    -2.0476043   2.5013566]
12135,[-16.2887    -37.51339    -2.0476043   2.5013566]
12136,[-16.2887    -37.51339    -2.0476043   2.5013566]
12137,[-16.2887    -37.51339    -2.0476043   2.5013566]
12138,[-16.2887    -37.51339    -2.0476043   2.5013566]
12139,[-16.2887    -37.51339    -2.0476043   2.5013566]
12140,[-16.2887    -37.51339    -2.0476043   2.5013566]
12141,[-16.2887    -37.51339    -2.0476043   2.5013566]
12142,[-16.618061  -36.32543    -2.4376264   2.1479044]
12143,[ -5.9224467 -20.20016    -4.8185782  -4.428482 ]
12144,[ -4.1369977 -27.47074    -7.259771   -6.4827623]
12145,[-11.022756  -27.439936   -6.8904796  -4.6387773]
12146,[ -6.180803 -22.258587 -12.770764  -6.892047]
12147,[-13.934513  -37.29977   -15.695795   -7.7613163]
12148,[-11.022756  -27.439936   -6.8904796  -4.6387773]
12149,[ -6.180803 -22.258587 -12.770764  -6.892047]
12150,[-14.552838 -36.47463  -15.230998  -7.087118]
12151,[ -6.180803 -22.258587 -12.770764  -6.892047]
12152,[-14.943316 -38.64066  -14.689529  -6.565816]
12153,[ -8.05421   -19.342802  -19.943819    3.1513991]
12154,[ -9.111293  -21.084856  -21.247326    2.7220259]
12155,[ -9.111293  -21.084856  -21.247326    2.7220259]
12156,[-20.49856   -38.883804  -30.527271    0.8001343]
12157,[-19.480766  -37.851635  -29.606913    0.8723099]
12158,[-19.480766  -37.851635  -29.606913    0.8723099]
12159,[-19.480766  -37.851635  -29.606913    0.8723099]
12160,[-19.480766  -37.851635  -29.606913    0.8723099]
12161,[-19.480766  -37.851635  -29.606913    0.8723099]
12162,[-19.480766  -37.851635  -29.606913    0.8723099]
12163,[-14.075702  -20.211693  -24.430632    3.6333137]
12164,[-14.075702  -20.211693  -24.430632    3.6333137]
12165,[-14.075702  -20.211693  -24.430632    3.6333137]
12166,[-14.075702  -20.211693  -24.430632    3.6333137]
12167,[-14.075702  -20.211693  -24.430632    3.6333137]
12168,[-14.075702  -20.211693  -24.430632    3.6333137]
12169,[-14.075702  -20.211693  -24.430632    3.6333137]
12170,[-14.075702  -20.211693  -24.430632    3.6333137]
12171,[-14.075702  -20.211693  -24.430632    3.6333137]
12172,[-11.171141  -22.542984  -26.543716   -1.1780475]
12173,[-21.380577  -45.434578  -11.092084    7.8161106]
12174,[-21.093695 -43.304638  -9.846374   8.166899]
12175,[-21.114262 -45.20168  -11.068524   7.600458]
12176,[-21.114262 -45.20168  -11.068524   7.600458]
12177,[-13.129253 -24.615122  -3.711202  10.12321 ]
12178,[-17.047655 -23.835455  -5.840563   8.129913]
12179,[-21.367004 -42.161964 -10.102844   7.933668]
12180,[-16.909796  -24.886944   -5.865706    8.0084095]
12181,[-13.129253 -24.615122  -3.711202  10.12321 ]
12182,[-22.134882 -44.378525 -10.755948   8.08034 ]
12183,[-13.934513  -37.29977   -15.695795   -7.7613163]
12184,[-14.943316 -38.64066  -14.689529  -6.565816]
12185,[ -6.180803 -22.258587 -12.770764  -6.892047]
12186,[ -5.869944  -17.39969    -5.1169424  -3.5443087]
12187,[-13.772048  -35.385464  -14.266727   -7.4310207]
12188,[ -9.246726 -20.409388  -8.070897  -3.778625]
12189,[ -4.1369977 -27.47074    -7.259771   -6.4827623]
12190,[-11.022756  -27.439936   -6.8904796  -4.6387773]
12191,[ -8.277006 -20.99444   -9.869935  -8.31136 ]
12192,[-14.552838 -36.47463  -15.230998  -7.087118]
12193,[-16.618061  -36.32543    -2.4376264   2.1479044]
12194,[-16.462755  -39.177933   -3.6128864   2.6615067]
12195,[-16.462755  -39.177933   -3.6128864   2.6615067]
12196,[-16.462755  -39.177933   -3.6128864   2.6615067]
12197,[-16.462755  -39.177933   -3.6128864   2.6615067]
12198,[-16.462755  -39.177933   -3.6128864   2.6615067]
12199,[-16.462755  -39.177933   -3.6128864   2.6615067]
12200,[-16.462755  -39.177933   -3.6128864   2.6615067]
12201,[-13.55103   -37.41968   -15.389331   -7.2428503]
12202,[-16.462755  -39.177933   -3.6128864   2.6615067]
12203,[ -8.277006 -20.99444   -9.869935  -8.31136 ]
12204,[-14.552838 -36.47463  -15.230998  -7.087118]
12205,[ -8.277006 -20.99444   -9.869935  -8.31136 ]
12206,[ -6.180803 -22.258587 -12.770764  -6.892047]
12207,[-10.050319  -19.859734   -8.499397   -4.7578883]
12208,[-14.494303  -37.104992  -15.448022   -7.2112474]
12209,[-14.552838 -36.47463  -15.230998  -7.087118]
12210,[-13.772048  -35.385464  -14.266727   -7.4310207]
12211,[ -8.277006 -20.99444   -9.869935  -8.31136 ]
12212,[ -5.9224467 -20.20016    -4.8185782  -4.428482 ]
12213,[-14.51643  -34.102352 -14.619366  -8.70601 ]
12214,[-11.022756  -27.439936   -6.8904796  -4.6387773]
12215,[ -9.246726 -20.409388  -8.070897  -3.778625]
12216,[-14.552838 -36.47463  -15.230998  -7.087118]
12217,[-13.934513  -37.29977   -15.695795   -7.7613163]
12218,[-11.022756  -27.439936   -6.8904796  -4.6387773]
12219,[ -5.9224467 -20.20016    -4.8185782  -4.428482 ]
12220,[-13.772048  -35.385464  -14.266727   -7.4310207]
12221,[-10.050319  -19.859734   -8.499397   -4.7578883]
12222,[ -6.180803 -22.258587 -12.770764  -6.892047]
12223,[-21.114262 -45.20168  -11.068524   7.600458]
12224,[-21.093695 -43.304638  -9.846374   8.166899]
12225,[-21.114262 -45.20168  -11.068524   7.600458]
12226,[-21.093695 -43.304638  -9.846374   8.166899]
12227,[-21.114262 -45.20168  -11.068524   7.600458]
12228,[-21.093695 -43.304638  -9.846374   8.166899]
12229,[-21.093695 -43.304638  -9.846374   8.166899]
12230,[-21.114262 -45.20168  -11.068524   7.600458]
12231,[-21.114262 -45.20168  -11.068524   7.600458]
12232,[-21.114262 -45.20168  -11.068524   7.600458]
12233,[-11.264291  -20.15221   -26.836489    1.0064509]
12234,[ -9.111293  -21.084856  -21.247326    2.7220259]
12235,[ -8.05421   -19.342802  -19.943819    3.1513991]
12236,[ -9.111293  -21.084856  -21.247326    2.7220259]
12237,[ -9.111293  -21.084856  -21.247326    2.7220259]
12238,[ -9.111293  -21.084856  -21.247326    2.7220259]
12239,[ -9.111293  -21.084856  -21.247326    2.7220259]
12240,[ -8.05421   -19.342802  -19.943819    3.1513991]
12241,[ -9.111293  -21.084856  -21.247326    2.7220259]
12242,[ -8.05421   -19.342802  -19.943819    3.1513991]
12243,[-12.63429  -21.76147   -4.327985  10.857535]
12244,[-12.63429  -21.76147   -4.327985  10.857535]
12245,[-13.129253 -24.615122  -3.711202  10.12321 ]
12246,[-13.129253 -24.615122  -3.711202  10.12321 ]
12247,[-13.129253 -24.615122  -3.711202  10.12321 ]
12248,[-13.129253 -24.615122  -3.711202  10.12321 ]
12249,[-12.63429  -21.76147   -4.327985  10.857535]
12250,[-13.129253 -24.615122  -3.711202  10.12321 ]
12251,[-13.129253 -24.615122  -3.711202  10.12321 ]
12252,[-13.129253 -24.615122  -3.711202  10.12321 ]
12253,[-11.171141  -22.542984  -26.543716   -1.1780475]
12254,[-11.171141  -22.542984  -26.543716   -1.1780475]
12255,[-11.171141  -22.542984  -26.543716   -1.1780475]
12256,[-11.171141  -22.542984  -26.543716   -1.1780475]
12257,[-11.171141  -22.542984  -26.543716   -1.1780475]
12258,[-11.171141  -22.542984  -26.543716   -1.1780475]
12259,[-11.171141  -22.542984  -26.543716   -1.1780475]
12260,[-11.171141  -22.542984  -26.543716   -1.1780475]
12261,[-11.171141  -22.542984  -26.543716   -1.1780475]
12262,[-11.80833  -22.113749 -25.708172   1.845642]
12263,[-17.73133  -32.30499   -6.416826   8.256664]
12264,[-12.63429  -21.76147   -4.327985  10.857535]
12265,[-22.091362 -45.040398 -11.054128   7.861662]
12266,[-13.987979 -23.91579   -8.616227   7.595774]
12267,[-22.134882 -44.378525 -10.755948   8.08034 ]
12268,[-22.134882 -44.378525 -10.755948   8.08034 ]
12269,[-21.367004 -42.161964 -10.102844   7.933668]
12270,[-22.134882 -44.378525 -10.755948   8.08034 ]
12271,[-22.134882 -44.378525 -10.755948   8.08034 ]
12272,[-22.268505 -43.310833 -10.726616   8.349458]
12273,[ -4.1299644 -15.4051485  -5.293464   -3.1956215]
12274,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12275,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12276,[ -4.1299644 -15.4051485  -5.293464   -3.1956215]
12277,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12278,[ -5.406197  -19.258688   -8.589881   -3.3901067]
12279,[ -6.7277284 -19.715279   -8.674845   -4.0511537]
12280,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12281,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12282,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12283,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12284,[ -5.406197  -19.258688   -8.589881   -3.3901067]
12285,[ -4.1299644 -15.4051485  -5.293464   -3.1956215]
12286,[ -5.406197  -19.258688   -8.589881   -3.3901067]
12287,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12288,[ -4.1299644 -15.4051485  -5.293464   -3.1956215]
12289,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12290,[ -5.406197  -19.258688   -8.589881   -3.3901067]
12291,[ -6.7277284 -19.715279   -8.674845   -4.0511537]
12292,[ -5.406197  -19.258688   -8.589881   -3.3901067]
12293,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12294,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12295,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12296,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12297,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12298,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12299,[ -5.406197  -19.258688   -8.589881   -3.3901067]
12300,[ -6.7277284 -19.715279   -8.674845   -4.0511537]
12301,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12302,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12303,[ -6.7277284 -19.715279   -8.674845   -4.0511537]
12304,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12305,[ -5.406197  -19.258688   -8.589881   -3.3901067]
12306,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12307,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12308,[ -5.406197  -19.258688   -8.589881   -3.3901067]
12309,[ -6.7277284 -19.715279   -8.674845   -4.0511537]
12310,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12311,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12312,[ -4.1299644 -15.4051485  -5.293464   -3.1956215]
12313,[ -4.537421  -21.779675   -8.343698   -3.4878225]
12314,[ -5.406197  -19.258688   -8.589881   -3.3901067]
12315,[ -4.1299644 -15.4051485  -5.293464   -3.1956215]
12316,[ -4.537421  -21.779675   -8.343698   -3.4878225]
